contrast,sensitivity,specificity,age,crude_rr_recorded,corrected_crude_rr,valid,sign_preserved,interpretation
broad,1,0.995,15,0.852376330052807,0.806532663662412,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,16,0.734644151883755,0.681470874781257,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,17,0.809000276429211,0.783444622549905,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,18,0.829315016809509,0.814150992296442,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,19,0.817894034949435,0.804296529586914,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,20,0.800460690513235,0.786215800230552,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,21,0.807366190791102,0.793996917136806,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,22,0.792497605017271,0.778064331298144,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,23,0.789527204032273,0.774587614666684,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,24,0.803143287938649,0.788670849444806,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,25,0.800971546353475,0.785641855893555,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,26,0.841037710646941,0.827951903665552,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
broad,1,0.995,27,0.866548434852361,0.854664483495061,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
